gene_symbol,logFC,moderated_t,p_value
SULT1B1,0.18614608841969865,2.4660363542437653,0.01788517221971929
SYT14,0.1779263714235197,2.465820731201055,0.017894529944305772
FAM24B,0.18926331868336188,2.465586475014686,0.017904701357565375
ADPRM,-0.2095063105806515,-2.464190042876008,0.017965443473508938
ACADVL,-0.19001544817088623,-2.46386817676365,0.017979470531250187
ATOH8,-0.2742654256832796,-2.46373337795862,0.01798534807170951
GNA14,0.17597201323404277,2.463279543778272,0.018005149116834842
EDC4,-0.18626099029779453,-2.4632578496518844,0.018006096139347495
TMEM27,0.18348864035749246,2.463041026322377,0.018015563700609832
TAOK1,-0.18167316379964404,-2.4627776748590815,0.0180270689831621
PRR4,-0.2015267577749107,-2.462473802186104,0.018040352840699447
CXorf57,-0.18225000679275738,-2.4621956943841563,0.01805251816720571
ZDHHC5,-0.17897688571354053,-2.4615978429244643,0.018078695316249328
RTN3,0.16684147912812025,2.4614670671170167,0.01808442597369929
DUSP4,0.18117808513179956,2.4613333193842104,0.018090288567474303
INPP5F,0.18047645364668724,2.461190323269936,0.018096558455364585
MT1A,0.17419365236265433,2.461131036547404,0.01809915855255306
CYGB,-0.21110874594195717,-2.460446592415976,0.018129200309335812
NPY1R,0.18750796608983544,2.46043198560865,0.018129841927074463
SRFBP1,-0.1717846942185437,-2.4603155993458783,0.018134955039322026
MGRN1,0.17982597962168273,2.4600099690245143,0.018148388302608127
CCL24,0.17346377001603802,2.459860266146397,0.018154971435220567
MT3,0.18765248771037812,2.459553703284143,0.018168459194363072
RAB35,-0.19110154834747328,-2.4591452495068467,0.01818644394696448
WISP1,0.17784905491814262,2.4591346369857874,0.018186911445346458
PPP2R1B,0.16933023662206764,2.4589266282970055,0.0181960767596616
PROP1,0.18961720213470246,2.4578709769161047,0.018242655688755178
SCUBE3,0.18341191052248013,2.457840742632294,0.018243991320298854
TRPS1,-0.18324247651424463,-2.4578297503929982,0.01824447693611591
ULK4,0.18470298479523511,2.457635803632065,0.01825304705707263
MPP6,-0.1910692916760845,-2.4567849663041126,0.018290687037118898
TLR7,0.1858839494839033,2.456354871070079,0.01830974069464121
EOMES,0.18137289678316698,2.4561659791966766,0.01831811448643931
LMAN1L,0.1791134698516178,2.456096137448812,0.018321211530285066
PFDN6,-0.1714477328108004,-2.456015336645867,0.01832479513219689
HBG2,0.45738001677674534,2.4558386525274196,0.018332633477071043
GIMAP4,-0.21170569149366247,-2.4556144346359576,0.018342584970488626
FFAR4,0.17136380589024336,2.4553234457257505,0.01835550727759005
ACOT13,-0.20096602671300934,-2.4551786032385197,0.018361942556194725
SPDL1,-0.17689211176474817,-2.4550360017180712,0.018368280269003816
BRD9,-0.17473065453977654,-2.453846156357423,0.018421238577098424
LIPF,0.19355591759055313,2.453498354943049,0.01843674485440295
TBX19,0.19183199040467064,2.4534484867406943,0.018438969133991172
S100A9,0.2736977212791159,2.4532864153292615,0.018446199712622183
SCNM1,-0.19539846928952243,-2.4520675465393915,0.018500660202538356
TNFAIP3,-0.17847296218436592,-2.4520123378113596,0.0185031304418408
APOA2,0.17110553552153906,2.4513588213209077,0.01853239388099063
F2RL2,0.17820953499537534,2.451271870373993,0.018536290569326992
SLX4,0.16714573953513884,2.4502253530770766,0.018583248340064758
SLC36A1,0.179124861114284,2.4501450052356604,0.01858685804397416
PRAMEF1,0.19035670447349295,2.449828361938999,0.018601089738626682
TMEM99,-0.19212655783396182,-2.449750566888245,0.018604587788519082
GBP5,0.20925657687316013,2.449682870060282,0.01860763225775247
LGALS14,0.19387185360983034,2.449492488068318,0.01861619655936624
TIMP1,-0.3147989290785208,-2.4490105914284124,0.018637890572665957
PARP6,-0.1788618987058116,-2.4487381745977457,0.018650164366590373
TVP23C,0.17437128608019375,2.4486659903155283,0.018653417871559896
N4BP2L1,-0.20706355411957378,-2.4486538662016772,0.018653964382608804
PTPRD,0.17288165258331534,2.4486528219932695,0.018654011452412935
SLC22A13,0.17275150762643277,2.447781581658528,0.018693321917768888
FPGS,-0.21170609594592094,-2.447723767799836,0.018695933141034432
RPL10L,0.18673224353755125,2.4474604647765505,0.018707829679738604
SLC39A4,0.18972908235164299,2.447231131781347,0.018718196978119772
TBC1D30,0.1837307127743409,2.4467274004837907,0.01874098709705209
CST8,0.18253194613775275,2.446018977782278,0.018773080551247417
ADGRL1,0.18601741929143578,2.4459340864366115,0.018776929698239374
SH2D2A,0.1794812549401651,2.445752268667381,0.01878517609416434
TWSG1,-0.1626373785523122,-2.4457145022370432,0.018786889412904458
MPHOSPH6,-0.17364597472553955,-2.4452941745226853,0.018805967639253404
LYZL4,0.1811552266419652,2.445293916551589,0.018805979353676224
HNF4A,0.1826381046863209,2.4450470994557336,0.018817190306085682
PHKA2,-0.1942608725087297,-2.4450037893377123,0.018819158167490305
PPIB,-0.22760518182788547,-2.444879727398901,0.018824796143733186
ARMC2,-0.18502045097936975,-2.4447508594757816,0.018830654148169212
HTR3D,0.1824897694606697,2.444586444185964,0.018838130443158154
VSX1,0.18484983202833988,2.4445076738559077,0.018841713242117746
CKAP4,-0.19775954098157267,-2.4441060796048886,0.018859989004581263
RABGGTA,0.18000156864875588,2.443811176730372,0.01887341968172612
TH,0.17146660539903236,2.443505290797412,0.01888735971477363
SLC26A7,0.1805640646700305,2.4431681002518837,0.018902737193739326
TAL2,-0.18013875229775045,-2.4430974385925452,0.018905961136222987
AUNIP,0.18478830543540214,2.442642387309222,0.018926734818306146
DNAH7,0.16914749879880914,2.442550742891926,0.018930921006509116
FAM92A1,0.18318928895688358,2.4424231117803052,0.0189367524142666
SYT16,0.18103614980383614,2.4418552980007204,0.018962715303255613
CLDN8,0.18807505308198985,2.4417186124703436,0.018968969968621366
CDHR1,0.17642261553985494,2.4416358829350187,0.018972756541186783
CFAP100,0.1657972648041337,2.441254335774149,0.01899022901226379
OXGR1,0.18086391559313686,2.441114021728378,0.018996658182912032
DYNC1I1,-0.1783706715872413,-2.440840570947441,0.019009193328019144
SLC5A2,0.18799747849834092,2.440100995852318,0.01904313344041743
PAPD7,-0.17853361832630021,-2.440077844555338,0.01904419677077191
PCDHA6,0.17962676835695318,2.439978599119001,0.019048755685902762
IKBKG,-0.18613429771872836,-2.439833730556824,0.019055412109294522
OGDHL,0.1801647834597308,2.439708046723471,0.019061188739555632
OTOA,0.17575981988277423,2.4396289787519474,0.019064823643101785
NAPG,-0.19543852117386973,-2.439065390283674,0.01909075106267307
ZNF800,-0.18162497235299757,-2.4389980024728817,0.01909385332009248
FICD,-0.18360504392942067,-2.4386252063153178,0.019111023573706698
HUS1,0.17375448031326673,2.438028218941744,0.019138548767377844
ACER3,-0.200772304670079,-2.437977407686005,0.019140893170723906
PLA2G12B,0.177105172158317,2.4370134790536158,0.019185417613494387
PARP1,-0.1838746351817051,-2.4365175964819006,0.01920835925265058
SNED1,-0.1949373628002148,-2.436476945671655,0.019210241033731545
PPIE,-0.1781655583684555,-2.436430670029524,0.019212383399130704
CCDC144B,-0.22542406833684342,-2.4354267212872456,0.019258915261163356
MLLT11,-0.2947481721733356,-2.435332626797605,0.01926328165907758
PHLDB2,-0.18411081109155847,-2.4352293785196677,0.01926807386462279
GCK,0.1742533775808024,2.4351767908111652,0.019270515105872046
GNMT,0.16909251423401045,2.4351521358900476,0.01927165973993417
ZBED4,-0.17589903589643452,-2.434988938261698,0.019279237936945127
GLT6D1,0.18486525258567993,2.4347329551216887,0.01929113013128564
BCL7B,-0.18290384018940786,-2.434484612994122,0.01930267369587188
ST8SIA1,0.18142976575535286,2.4336943571400176,0.01933944840442709
MRPL28,-0.20469153437889676,-2.433563272047497,0.019345554605612623
PRICKLE2,-0.19240009693459315,-2.4335596986741774,0.01934572108480493
ZNF563,0.18776249238264198,2.4335084311476436,0.019348109720423425
BCL2L2,-0.20317128772268467,-2.433218794554104,0.01936160936710763
U2AF1,-0.20982486515175836,-2.4326320585159666,0.019388982638175175
LCN6,0.18245590603048856,2.4324240665995576,0.01939869459194771
MAN2B1,0.17276421917272478,2.432328369782936,0.019403164528905986
PARD6A,-0.1989005828033289,-2.432175611454396,0.019410301705028336
PCDH18,-0.20317985953864692,-2.4319856048636894,0.019419182511895193
THEM4,-0.18702152378894876,-2.4319296431017614,0.01942179883609033
MAGEA10,0.18607412930530726,2.4319275647791203,0.019421896007972988
KCNH1,0.18224320405924455,2.4317809101993038,0.019428753947866053
CCL19,0.188911083040943,2.4316310757896975,0.019435762848897233
RSC1A1,-0.18370219671435073,-2.4312107470150797,0.019455437060053298
ESAM,-0.23198673673238512,-2.431093423771464,0.019460931794099218
GPR162,0.1719866615980074,2.4306785263327857,0.019480374433020555
GNB1L,-0.17535923750650206,-2.4306184287166777,0.01948319214387427
ABCA6,-0.20485624631860078,-2.4304959130099144,0.019488937505190623
PNRC1,0.16424280973032868,2.4304814706014897,0.019489614881481928
SLC7A10,0.19223758327772034,2.430257892870319,0.019500103819544333
RPS4X,-0.17865117110995565,-2.4302547586563303,0.01950025089454757
FEZ1,-0.1991473112371287,-2.4296015830436506,0.01953092350018841
SELENBP1,-0.18907064324612344,-2.4292039779925947,0.01954961609408988
NMRK2,0.3552850375953125,2.429015265517647,0.019558493693727322
HEYL,-0.19438290508503153,-2.428980032222279,0.019560151577599223
OR5AN1,0.1788325786094782,2.428529137607964,0.019581379416005656
SLC19A3,0.18313669363897317,2.4284678266085646,0.019584267509751792
TECPR2,-0.1886093765408401,-2.4280499802222684,0.019603960700661283
LRWD1,-0.19750969676106078,-2.427976368341711,0.019607431900973644
GARS,-0.19112631461520568,-2.4278229104758915,0.01961467006231375
R3HDML,0.1832803609248116,2.4274311316656805,0.019633160099609276
MLNR,0.1804313548609806,2.427308857024557,0.019638934091905383
RAE1,-0.19786147029790802,-2.4272073262847056,0.01964372969387842
CPLX4,0.17645290170706723,2.426892655968234,0.01965859925193073
ESX1,0.172252993526817,2.426846032439515,0.019660803285248357
WFDC13,0.1845603563471952,2.4267820360166823,0.019663828951274432
PPP2R5D,-0.17337806147648904,-2.4266692099060463,0.019669164246606377
ABLIM3,-0.2126471744738061,-2.4265981038124345,0.019672527368289946
AUTS2,-0.2602198358828067,-2.4264962371920045,0.01967734628469482
MFAP3,-0.16575756361205152,-2.4257716705581513,0.019711653568881944
CCL27,0.20189039849867052,2.4255886700462956,0.019720326962001468
SLC16A3,0.2694674340369796,2.425307822098435,0.019733644596554332
DLX2,0.18370160562056953,2.4251126863083403,0.019742902605393083
RHBDD1,-0.17231598887762123,-2.42491434005592,0.019752316958914693
TGFBRAP1,-0.1826113440103142,-2.4245517054537844,0.01976953963707043
SLCO4C1,0.1713055864480476,2.4238881972463764,0.019801086946299895
TMEM198,0.18720078922695682,2.423243882537019,0.019831765262906535
FAM71C,0.17388281158687913,2.4231798687168076,0.019834815555939016
ACP6,-0.18047436624066127,-2.422152511044307,0.019883827809900972
FOXD1,0.16862929052128783,2.4220942341486214,0.01988661131266702
SDCBP2,-0.17007256511718277,-2.4217409495503333,0.019903492934098887
RBPJL,0.19720098532915276,2.4210386237907717,0.019937091915556364
PRSS55,0.17422309144085568,2.4207529356054094,0.0199507737973527
TROAP,0.18060168824158457,2.4206884706675336,0.019953862259440472
TESK2,-0.17607367457711565,-2.420342282698635,0.019970455238618262
BRI3BP,0.17978053978413389,2.419789107121083,0.019996995154826478
ESPL1,0.19166222382821846,2.4197100462747696,0.02000079089182057
MMP8,0.16455343547344825,2.4194847932818413,0.02001160893507067
SUSD6,-0.2014183854927437,-2.4192522002466634,0.020022785046281126
PTDSS1,-0.19447753939320067,-2.419090398040866,0.02003056298257506
GPR6,0.17477705122477943,2.4190426472136215,0.020032858917797297
ANKRD55,0.17350297902967532,2.4189429546093515,0.0200376530629546
VCX3A,0.18107763243388864,2.4186886255266775,0.02004988826516095
ARHGAP20,0.18900125473944984,2.418106497767402,0.02007791856354892
FAM170A,0.18476582102212258,2.418079830162988,0.020079203496052717
NANOG,0.175708085454578,2.4175901582766137,0.020102810714982516
ZSCAN22,0.18375208250947633,2.417446108423683,0.02010976017530208
BOLL,0.18314304089414207,2.4169208281845855,0.02013511991014398
THSD1,-0.17662509860090092,-2.416512439237322,0.020154856289141376
PRPF39,-0.1709900623652698,-2.416348892996971,0.020162764959299664
ZNF394,-0.17769189948590036,-2.416250134929052,0.020167542001007552
RPS5,-0.19299792032317198,-2.416155202924994,0.02017213493629446
QKI,0.17990926635854476,2.4161361716794225,0.020173055806805753
LILRA3,0.178637386369634,2.415862457591171,0.020186304296937404
TRAK2,-0.19974503375746133,-2.4152760166406053,0.020214716088688443
LINC00905,0.18263974861364918,2.414966692365667,0.020229716739814448
NCR1,0.1713827535955767,2.4141076138589153,0.020271430475778573
BCAN,0.18460957758301688,2.4139146080797342,0.020280812827916366
CD19,0.18777721182389295,2.413835875635549,0.02028464127849694
FAM81A,0.1810027706162411,2.4135161036074937,0.020300197257301013
PLEKHA5,-0.19363511212260798,-2.4126209384734816,0.020343801807338028
TMEM115,-0.19734781643318322,-2.4125972228015793,0.02034495817613306
ZDHHC22,0.18055458516369366,2.411916108207242,0.0203781944809772
TRIM15,0.1763044662232014,2.411636164419166,0.020391869105825414
NEUROD1,0.171832211804054,2.41131529477787,0.02040755306829977
MYL6,-0.20113269788083332,-2.4107803095708418,0.020433727149030557
PRPS1L1,0.17321522731812533,2.410626889736709,0.02044123879053582
F13A1,-0.24837579876307314,-2.4103434871138054,0.020455121127964895
GPR39,0.19130373637945658,2.4094029572976408,0.020501253601814807
NUDT6,-0.1658493705068731,-2.408801714862967,0.020530793460552713
TRIM49,0.17438618312236737,2.408318979967128,0.02055453871630077
AADAC,0.1931675880402393,2.4080882968548165,0.020565894553172478
OSCAR,0.17193697064337266,2.4080659881804176,0.020566993042806545
HSPG2,0.1724070936005347,2.4067481407558184,0.020631978623006336
SLC32A1,0.17028907145051048,2.4065527288259365,0.020641630538730787
TEX264,-0.1750672829058494,-2.40644983615396,0.02064671432132121
ARHGAP18,-0.22088365573225488,-2.406246293226186,0.02065677442446979
PTBP3,0.17678641374936416,2.406008187915016,0.02066854839295448
ZIC2,0.171949877355554,2.405592871337614,0.02068909971845208
B4GALNT2,0.1845019795241672,2.4054367426487406,0.02069683028880811
ARL16,-0.17816121881384273,-2.4054010762936198,0.020698596642150725
GLI4,-0.1864091800793245,-2.405387977361325,0.020699245392557783
CRHR2,0.17759134039813784,2.4048937911586687,0.020723734361157032
OGN,0.17268369206918976,2.404720063504759,0.020732349500397103
SMG8,-0.17204558154672134,-2.40449823831466,0.02074335449530674
SF3A3,-0.18513233936562856,-2.404141875542829,0.0207610450986501
TMPRSS12,0.1801273714256939,2.404074677678442,0.0207643824699607
PPIP5K2,0.17611561033110823,2.4038426386667715,0.02077591037717538
OSTF1,-0.19899904086140918,-2.402224015930746,0.020856485965687715
PTRH2,-0.19667770835091314,-2.4021023863830013,0.020862552112633877
PPM1F,-0.20086583454133977,-2.401912337528643,0.020872033791553373
CEACAM21,0.17852885490005876,2.4014050634399084,0.020897361135459896
HSD3B2,0.16583880482239988,2.401227099841091,0.020906253134217602
PHF12,0.17359933064503408,2.4002978924331053,0.0209527367542147
DHFR,-0.21053607760579662,-2.3999791810713607,0.020968701780729664
CDC45,0.16895128962155204,2.399501944447906,0.020992628263228563
KIAA1324,0.1700688738912463,2.399471358815969,0.020994162528578945
AFAP1L1,-0.18519728249016454,-2.39945281154383,0.02099509296367555
ABCB4,-0.16639963594797524,-2.399288614443295,0.021003331634407527
CRB3,0.16421521067299816,2.399064292793227,0.021014591802616295
COQ10A,-0.18793710882717052,-2.3989098424376247,0.02102234784268913
FCRL5,0.1619792785449224,2.3988437074382123,0.021025669737060826
DOK3,0.16575533909778473,2.398360796537706,0.02104994023452098
IL36RN,0.1795207024270265,2.397624511079688,0.021086993709176285
LVRN,0.18022075222296147,2.3973267327563703,0.021101996083403185
DPPA4,0.1814147181363167,2.396986722112799,0.021119137947677995
PRPF38B,-0.17856706006063594,-2.3968454299584696,0.02112626498305113
RELT,0.17067551618235588,2.396357311471636,0.021150903285844156
ATPAF2,-0.17970400597060354,-2.3962208208436406,0.021157797435716757
COLCA2,-0.1746872867986542,-2.396121520933623,0.021162814354910457
RBMXL1,-0.17508056873212746,-2.3959210503695547,0.02117294598136237
BANP,-0.195386926631002,-2.395803106899854,0.02117890879830779
CXCR6,0.17150463395948745,2.3954069238691074,0.021198949552436577
IGF2BP1,0.18234333974387046,2.395341227805053,0.021202274414748003
ST6GALNAC1,0.16526216511647018,2.3950615522525083,0.021216433996633036
NNMT,-0.3694469802170981,-2.3950208911506485,0.021218493321887587
MGAT5B,0.18815352014286152,2.3950014567917215,0.021219477659632974
RPL23A,-0.1773078744745804,-2.3947175018004896,0.021233864498433442
RBX1,-0.1801360944302507,-2.394555157302484,0.02124209378596596
TULP2,0.1797237298371911,2.394524752383392,0.0212436353397562
BRWD3,0.1836599144812982,2.3938690640159686,0.02127690384455109
TLR8,0.16643062766771305,2.3938237343454407,0.0212792055313276
HIST1H2BL,0.17258973418625784,2.393477071069793,0.021296815348051855
PRM3,0.18679508989175192,2.3930051080115695,0.021320811292063566
RBMY1A1,0.18394164768710414,2.3927347911422925,0.021334565958160034
SMTNL2,-0.26450618492031386,-2.39266847751819,0.021337941449918952
PLXDC2,-0.18267930827200018,-2.39246629958285,0.021348235672992766
RCCD1,0.1687952238961743,2.3924546254368946,0.02134883021823913
KRTAP4-4,0.17076373886114932,2.3923642921772035,0.021353431249277337
ZMYM6,0.17745474877699208,2.3919103475958514,0.021376565996877202
PTGES,0.16747018374454864,2.391570630420643,0.021393894075183828
IYD,0.1786065576386443,2.3913728918761468,0.021403986032787533
DUS2,-0.16695183352426168,-2.391362705476297,0.021404506031147425
TNKS1BP1,-0.190013209299968,-2.390501632774496,0.021448503558719283
ERCC3,-0.1687949560038713,-2.39009239047211,0.02146944287289368
UBP1,-0.1861816898202635,-2.3896769950942747,0.02149071587690222
ZDHHC19,0.18367236995265923,2.3891441419145623,0.02151803191074831
NGB,0.16685239885833592,2.388277851865769,0.021562508024580384
ADAM10,-0.17778655820532147,-2.387827913625444,0.021585640968995633
SOWAHC,-0.17709675080207493,-2.387814334447106,0.02158633947134284
RC3H1,0.17687639617781092,2.3877955324543496,0.021587306664855147
VAT1L,-0.1673553154769049,-2.3877560902086197,0.021589335740869388
FAT3,0.19223396266631182,2.38701643910552,0.021627418402421106
SEC61B,-0.21208912353175502,-2.386450968861978,0.021656573817095435
COMMD1,-0.20106107536390772,-2.386260687322866,0.021666392624757842
ZNF71,0.1752805001570652,2.3846600738548793,0.02174914572001742
TUBB2B,-0.20643594759449324,-2.3846264957738907,0.021750884784394565
UFM1,-0.17146255678627254,-2.384609245243437,0.021751778266675677
CHPT1,-0.18930809700841666,-2.38443716827237,0.02176069271628117
TRIM44,-0.2015062068728829,-2.384364439099759,0.021764461442447307
MTERF4,-0.18236017400388038,-2.3843142034745557,0.021767064927483867
MYB,0.18365224967340466,2.3843125462097423,0.021767150820802182
DOPEY1,-0.18257242540609508,-2.3841765365580834,0.021774201020089763
ANKS1B,0.17793276698973942,2.383656374103932,0.021801183174856017
NDUFAF3,0.1894313633997537,2.3832790970826876,0.021820772359463482
NT5C1B,0.17660915468469868,2.383079132696435,0.021831161454756456
ATP6V1G2,-0.1892695375528926,-2.382688859670667,0.021851450832566736
ZNF560,0.1767029161727961,2.382678620501119,0.02185198337176726
OR2C3,0.17088754844631315,2.3826174358667473,0.02185516582846976
SH2B1,-0.18260130635554883,-2.3824438246120176,0.02186419831735131
CTDSPL,-0.1984982352791813,-2.381949994779252,0.021889909255676576
NEK10,0.17014620653555118,2.381402148832701,0.021918464403837393
CYP3A5,0.17550208552319996,2.3807008906663847,0.021955064802032218
CCDC50,-0.18988542141213927,-2.380693284862633,0.02195546206962103
SHMT2,-0.1945641669657452,-2.3806601733502246,0.021957191631089976
C3orf18,-0.17325652600915764,-2.3800120281504293,0.021991071880697877
CLMN,-0.17725340763587738,-2.379715527421006,0.02200658645716781
FRMD4A,-0.1817543359784649,-2.3796404106281726,0.022010518554151474
ARHGAP21,-0.17094733863654288,-2.378636928396704,0.022063108060918563
PXT1,0.17850410061888738,2.378423241623074,0.022074321363716874
KRTAP23-1,0.18294955369707455,2.3782784265357133,0.022081923516095687
TCTE1,0.18044791619687472,2.3775486279937814,0.022120270641112334
OTOF,0.1855830046318626,2.377431212917484,0.0221264457961025
MMP20,0.173018384538492,2.376963060899904,0.022151082542348235
OR8H3,0.17105076097288296,2.376116378419026,0.022195702453555653
CLDN2,0.1696581410633829,2.3760804849345583,0.022197595817871462
VASH2,0.16561493626946866,2.37588256242917,0.0222080387507922
RECQL4,0.1798576829115096,2.3747135267527244,0.022269810629000613
RNF141,-0.1716497846389764,-2.374221549938854,0.022295852955875228
STX18,-0.17711707947569133,-2.3740478313128475,0.022305055140416977
TRIM28,-0.1903203455779856,-2.3740239628891646,0.022306319760637565
NPAT,-0.17418407183133788,-2.37367003905524,0.022325079283186805
C9orf40,-0.17842634417239223,-2.373415204583139,0.022338595434358132
HOXA13,-0.16334964745684077,-2.3726521388726924,0.022379111737268257
EZH2,0.16890395830007554,2.372528461061093,0.02238568485767757
PLGLB2,-0.16368937780768644,-2.3723272169224634,0.02239638412345537
RGS22,0.17772530469991887,2.3723128286095196,0.022397149263219618
KIF13B,-0.18345294004970736,-2.3717018756587303,0.0224296601752024
COX20,-0.19236710650692457,-2.3714120663867533,0.022445096786925856
TMEM163,0.17590178071194773,2.371322488256162,0.022449870077515376
KIF17,0.16807065622018424,2.371001871840303,0.022466962047251245
CDC42EP1,0.1835254566959359,2.3703631560389375,0.02250104674601579
ALDH1A2,-0.20618819090635587,-2.3703000829221623,0.022504415132071152
RGS12,-0.19606615826914464,-2.3702048155939455,0.022509503693913583
NR5A1,0.17146890541595622,2.369876230177404,0.022527062545522794
DLX4,0.17262328524392168,2.369825927548327,0.022529751691409743
OR1C1,0.17601328419270207,2.368925676718959,0.022577927434555507
PTH1R,-0.18813712144565709,-2.3688628162595453,0.022581294792646766
KRT5,0.17199332074856416,2.368725016629092,0.02258867813336244
FCGBP,0.1840338067408745,2.3686963744412006,0.02259021306228781
KHK,0.1763349588164343,2.3680442308166074,0.022625186732521254
FASLG,0.1679926366262252,2.3678883099155135,0.02263355580093692
TMEM174,0.17834087173624302,2.367797396710385,0.02263843686203639
DYNLL1,-0.26515987839065414,-2.367748825351824,0.022641045009986274
GRIK5,0.17666412268172627,2.3674352346695056,0.02265789047896091
PRDM4,-0.1754307514328871,-2.3674269476656074,0.022658335793399258
DUX3,-0.18625969631055933,-2.367306299625922,0.022664819887379468
GNRH2,0.17738914216762247,2.367285138563171,0.022665957337264498
SLC8A2,0.16652196173276657,2.367284540419485,0.022665989489443455
LRRC41,-0.1684097710963115,-2.367090215767188,0.0226764372493672
DAZL,0.17713334763604693,2.3665082224140717,0.02270775375672463
TFEC,0.17673728035901926,2.3662920951585615,0.022719393271252393
SLC52A3,0.1855847362124841,2.3662787052447016,0.022720114560596083
IFNA7,0.17545642131618866,2.3660762679337677,0.022731021988549135
MKL2,0.16534829039748444,2.3657992833431614,0.02274595370218093
CTLA4,0.17114186894976896,2.3654819905765683,0.022763069205871584
GRPR,0.1726188124881718,2.365477661837714,0.022763302788189544
FUT8,0.16847817932025255,2.3652318042139973,0.02277657301108144
SORT1,-0.1777968989099208,-2.3651067603478153,0.022783324954962218
C19orf53,-0.21031738763835262,-2.3642953520863434,0.02282718204973406
GPC6,-0.181955780123286,-2.364248702706317,0.02282970578523328
CNOT10,-0.174488678332948,-2.3642341689847166,0.02283049211215222
CEACAM8,0.18275168633396244,2.3640829591521038,0.022838674557802346
IFNA1,0.1694042258937138,2.363174423603748,0.02288789392271102
TAS2R10,0.1722319904903365,2.362961050015457,0.022899467145708296
THOC5,0.17772493605473694,2.362864114476892,0.02290472659648305
WIPF2,-0.17922567066070316,-2.3628630333600578,0.02290478526098499
SPON2,-0.20640193820484465,-2.3624726347434706,0.022925978255523862
KCNE5,-0.17452797836534006,-2.3623409749107536,0.02293312945815424
MOCOS,0.17442755448539093,2.362219269724093,0.022939741752601404
USMG5,-0.20236818861098438,-2.361708910305553,0.022967488487587017
PCSK2,0.17293512065568234,2.3617062372990243,0.02296763389055066
SLC25A44,-0.21248382346879302,-2.3611499551361965,0.0229979118872575
TUBA1A,-0.2501559246538885,-2.3609415311926436,0.023009265485974612
ZFX,0.1743150472098573,2.3590849433896413,0.02311062330150618
PKLR,0.17100296175346968,2.3590770232590743,0.02311105654931364
ZNF319,-0.19218991611883873,-2.358977128924071,0.023116521607124088
ZNF331,-0.1817194204926238,-2.35834181374287,0.023151305901044812
FBLL1,0.17330351522484183,2.357308299230857,0.02320799274273712
GABRG1,0.17563716654334555,2.3572916601039657,0.023208906396467208
CARD18,0.17483642527107374,2.356982925030127,0.02322586489819044
TRIM64,0.16710287724265116,2.3569798688557535,0.02322603282643635
STRC,-0.1751316841312351,-2.3567055576439517,0.023241109911560243
TMPRSS6,0.18408751643580412,2.3562747471018946,0.02326480651190068
EXTL2,-0.17036498535295264,-2.354823533318203,0.023344790099943107
NKX6-2,0.17044936932837423,2.3547245759820243,0.02335025312800553
NFATC3,-0.17400577995305733,-2.354285331158387,0.023374515914559506
KCNJ3,0.1834306896805616,2.3540129386287707,0.02338957358743681
KIAA0319,0.17073104110699938,2.353594884703797,0.0234127002946747
HOXC12,0.1815702249222585,2.3533082619318586,0.02342856812479398
POLR2L,-0.18634479530725134,-2.353074168653102,0.02344153502568323
PNLIP,0.1739683472190255,2.3530704159441145,0.023441742948394535
SUN5,0.16814354937553122,2.352895619419475,0.023451429568346255
ACTC1,-0.44620103393107047,-2.352691001774524,0.023462773345565697
PNPLA6,-0.19449258023778182,-2.352405176540261,0.02347862744406534
CXCL13,0.19187224225311383,2.352387655123714,0.023479599631939276
C10orf76,-0.174097182390627,-2.3522258797333913,0.02348857756148831
TTTY5,0.16652744424169952,2.3520746852590544,0.023496971080781824
ZFAND2A,-0.18339549193368088,-2.3519259961911243,0.02350522814388097
LY86,0.17636401748126146,2.3511361543349176,0.02354913373432885
PLEK2,0.17224928141732193,2.350478970008914,0.023585721377966863
OPRK1,0.18578599710757543,2.349853921240716,0.023620567348574983
PTCH2,0.17086450974106399,2.349426535537076,0.023644420401669718
RRP12,-0.2100026239535201,-2.3492276763219153,0.023655526421702055
CDKN2AIPNL,0.17907148098881526,2.34890918341302,0.02367332359495611
SLC39A5,0.17069222399314343,2.348630368991525,0.023688913442076496
PYCR2,-0.17375193428409286,-2.348525156641747,0.02369479876589831
C16orf89,0.16901002483284167,2.3484745974937757,0.02369762738970643
ZC3H10,-0.18300994768680756,-2.348265211327603,0.023709345113367877
NUDT10,0.1685384708600468,2.348185699465214,0.023713796141584913
AKAP12,-0.18182633268974346,-2.3478567787487963,0.02373221691658776
ZNF594,-0.1785024450938978,-2.3474439216058434,0.02375535664846933
BTD,-0.1831692995749975,-2.3474085250887966,0.02375734148888221
POC1B,-0.17025688273369227,-2.347134384013161,0.023772718849792863
GTPBP2,-0.1715698835420123,-2.346929972096582,0.023784190724436938
RGN,0.1668747595867064,2.346454815787694,0.023810876373576012
CCDC85A,-0.1975195290536147,-2.3460649513057827,0.0238327919754293
ZNF410,-0.16868652967283215,-2.3459588647154614,0.023838758599039465
VNN2,0.1735274468781387,2.344711225618106,0.023909030330055422
IL1RAP,0.17115086728742973,2.3442847609293644,0.02393309308937843
TBC1D32,-0.19078602625595892,-2.3438612199228497,0.023957012423293886
RBSN,0.17064600216347836,2.342173378845442,0.02405254621428544
VPS18,-0.17296283613297914,-2.341571621204675,0.024086689097886017
STK17B,0.2026555043335117,2.3409614131613354,0.024121355909426816
