gene_symbol,logFC,moderated_t,p_value
LRRC3,0.0576823469765278,0.7511126144183002,0.45682773838121626
TIGD1,-0.05734584210638172,-0.7507177079047193,0.45706284426803734
KRT3,0.05594622133287891,0.7503401750067725,0.4572876727028785
DOCK2,-0.055517331541949266,-0.7502023509626984,0.45736976573079524
CDC42SE2,0.051963677056282964,0.7499329374787052,0.45753026299776567
KRT33B,0.05836886927410695,0.749893010053503,0.45755405168749286
CPXM1,0.05436118674934809,0.7498419025122909,0.4575845025208689
ANKS3,0.05196331838376389,0.7495449394749764,0.4577614620084549
CCRL2,0.056656595989847625,0.7494992885624074,0.45778866879631663
ZBTB49,-0.057164866539339,-0.749446922170928,0.45781987899789567
TOR2A,0.05374588312066414,0.7493668593676652,0.4578675985648498
CPNE6,0.05453831203234044,0.7492631680719486,0.45792940564336615
C8orf74,0.05585990474988961,0.7490476597148413,0.45805787883239735
C1QL1,0.052210468593100134,0.7489843059525318,0.45809565054126644
SHROOM3,0.05387741303511984,0.7484419550008915,0.4584190759626967
IER2,0.059960244172446,0.7484229360633082,0.45843042011914603
SUPT7L,0.05892915669096421,0.7480761164676428,0.458637314955725
TCTEX1D2,-0.05339520646177287,-0.7476004551854245,0.4589211583730244
C12orf54,0.05539246140207155,0.7475955478417013,0.45892408728520917
FAM105A,-0.05479349694329133,-0.7473025994484227,0.4590989510598197
GDF15,0.05160505872816634,0.7472439734481676,0.45913395014157365
ANP32C,0.058325135160127495,0.7471204432240199,0.459207701407809
FAM214B,0.05320199911384005,0.7463092090518707,0.4596922035430395
DNASE1L2,0.05723537501789033,0.7463088631607208,0.45969241018659235
CFAP44,0.05679961738490685,0.7461005081266677,0.45981689620698263
COL8A2,-0.05406752550837263,-0.7460935696856651,0.4598210420584308
TAAR6,0.054574876228697444,0.7456916455800587,0.4600612364268343
CDC34,-0.06414128347127868,-0.7456554611725299,0.4600828642063155
FCHSD1,0.05663843527874585,0.7454867097343711,0.46018373640361177
PLA2G12A,0.06053227495430963,0.7453584717440581,0.4602604000174656
ZNF761,0.055753562539862245,0.7448183761740219,0.4605833628151478
NEURL1,0.052599281067124304,0.7447396884079018,0.46063042696918466
ERF,0.05564724609826671,0.7446366174060463,0.4606920792635085
DKK2,-0.057609575055167894,-0.7440391380415827,0.4610495579159901
WASH1,-0.05221950971188949,-0.7435111798030323,0.4613655749863067
OCIAD2,0.05492965806624994,0.743500485261605,0.46137197765526095
NPY,0.05471944785166649,0.7434099079249689,0.4614262070741414
FNBP1L,0.05197216259005477,0.7432175060806137,0.4615414119342448
ZNF782,0.05410612298808487,0.7428807350483115,0.46174310111667904
PFKFB4,0.05110114534871102,0.7428742055829015,0.4617470120596211
MYH4,0.05047667142349327,0.742842716174851,0.46176587348672227
CSTF2,-0.0542978788677555,-0.7426108500792848,0.461904769644609
CBS,0.05771048497630421,0.7425795341037826,0.4619235308969293
ALAD,-0.0560043075680125,-0.7419949633208687,0.46227382541098494
STK32B,-0.0545398648287021,-0.7418488670918123,0.46236139518777764
FGFBP2,-0.058363530888302595,-0.74144851032307,0.46260141736672455
ENDOV,-0.054764096094872095,-0.7413507378806725,0.46266004491489554
UBQLN4,-0.05548453275349102,-0.7411067772626808,0.4628063503946612
C19orf44,0.053602737191128735,0.7409653141107823,0.46289119942666124
DNAJC14,-0.0559109646502336,-0.7408871075094523,0.4629381112917401
CXCL16,-0.05552333202994986,-0.7407558187831592,0.46301687039938944
FANCC,0.05361359181753467,0.7402742117709731,0.4633058490679146
RAPGEF5,0.059538919330593354,0.7399828262984876,0.46348073967411374
DNM1,0.053719614712573915,0.7394139091746141,0.4638223156405249
PURB,-0.05263961026968916,-0.7393383835023327,0.4638676719289754
TRAT1,0.05894017145602909,0.7391304042549901,0.4639925852961556
CD37,0.0573816225711713,0.7388440004239106,0.46416463262706376
MESP2,0.05112032466174027,0.7386820519159697,0.4642619339581503
PDZD8,0.05022646249653867,0.7386646470991208,0.46427239175905444
MCM10,0.05470264018500065,0.7385832933134479,0.464321275528894
SEPT4,-0.05454125350714423,-0.7384347881011745,0.4644105168279694
MRPL33,-0.05627579790688697,-0.738319428569334,0.46447984670672504
C22orf15,-0.05315504756476763,-0.7370643235386455,0.46523453745941745
SELPLG,0.06384015812069305,0.7370223441873113,0.46525979171876297
CNR1,-0.05648369963722938,-0.7370053492786223,0.46527001587056893
DVL2,0.05439257429851485,0.7368722484588683,0.46535009391618953
FRMD4B,0.052930954624132776,0.7361393448039157,0.46579117625399946
MLH3,0.05118602972872577,0.7360638554160728,0.4658366215930705
RAD18,-0.05050658587100931,-0.7359856797953579,0.4658836867608883
TRAF3,0.05468644846759546,0.7356782413892498,0.46606880477734336
KRT12,0.05616562948149134,0.7353949760900133,0.4662394049006544
FAAP20,-0.05574376044031448,-0.7351695501522689,0.46637519620894463
TBCCD1,-0.056583213054260395,-0.7351420937408184,0.4663917368629388
ADGRB1,0.05896149042747767,0.7349565369186946,0.4665035313024437
IL5RA,0.055745748005111395,0.7339664721575241,0.46710028689575767
GLMN,-0.05841890637978098,-0.7333732862049598,0.46745803628407556
FOCAD,-0.05681336775698265,-0.7332710975218307,0.46751968198894434
ERI1,0.0528179066457341,0.7331869317738574,0.4675704587982277
FBXO17,0.054662123872343704,0.7329242056654306,0.46772898063131496
OR1I1,0.05500260695202863,0.7326953541394698,0.4678670886085222
RMI2,0.05485388989849893,0.732422170350822,0.4680319810051914
BPIFC,-0.05210796474937951,-0.7323974277809022,0.468046917146843
TMEM87B,0.05688446239443912,0.7322863553121516,0.4681139707129467
PKD1L3,0.0538546525959267,0.7321929655887306,0.4681703536137587
CDC42BPB,0.05296164310817597,0.7321148363947133,0.46821752615172163
GLRA1,0.053530866968814594,0.731798523989148,0.468408535893597
TSSK6,0.05158450967947026,0.7316160485564217,0.4685187466129672
ZBTB37,0.05483164097387683,0.7312520181303647,0.4687386565712863
CTRB1,0.05367727817428303,0.7311453876247884,0.4688030830287697
PSD,0.057810458587708224,0.7305125404704169,0.4691855556012381
THAP2,-0.05253223568608778,-0.7304120416881699,0.4692463103053969
MAP2,0.05526489518005884,0.73004327092228,0.4694692825700767
CGB3,0.05115747660915787,0.7299982279134642,0.46949652137762654
CYB5R2,-0.05278140566775674,-0.7297352503256886,0.46965556959326327
KLHDC9,-0.05361473573909481,-0.7296859499994872,0.46968538974817187
BEX1,-0.053248957745059,-0.7296283791537038,0.46972021384280294
SHISA2,-0.05454620108083563,-0.7295681052319004,0.469756674589096
PYDC1,0.05754794794381618,0.7292173718495771,0.46996887149061894
INPP5D,0.05978431928674244,0.7292027423559495,0.4699777236604188
TMEM176A,-0.05621439357349184,-0.728499365264974,0.4704034432068791
TAS2R45,-0.05510857083472398,-0.7282681766711963,0.4705434184707945
TK2,-0.05534193579190194,-0.7281628937719486,0.47060717087031034
ALOX12,0.05560559979306168,0.7274991840309092,0.47100918361118627
ISG20,0.0622577052193618,0.7268079158651497,0.47142809737757396
WSCD2,-0.05216344082041602,-0.7266421672987348,0.47152857391533654
B3GAT3,0.05523647149880234,0.7266146889135194,0.4715452324547912
EGFL7,-0.06292373263922812,-0.7265509999796713,0.47158384462742187
ATP6AP1L,0.05282065158573035,0.7255896922748585,0.4721668682580821
IQCG,0.05469828731277232,0.7253691875125425,0.47230066023417516
ELAC1,0.054701314144696644,0.7253630584991967,0.4723043793419618
CCDC42,0.0517800355509232,0.72475371936285,0.47267421202221405
TP53I13,-0.05410394245067629,-0.7244243284602941,0.47287420154083304
SLC35B2,-0.053731996457210274,-0.7242181247216235,0.4729994226021801
DMBT1,-0.05373861665838037,-0.7238854949348029,0.47320145809734515
PACRGL,0.05418095686844965,0.7238510350182111,0.4732223914661342
DCHS2,0.05930937167243194,0.7235150212496985,0.473426537459825
MMP12,0.057580783785512235,0.7234775823557855,0.47344928666058583
HSH2D,0.05612352842351759,0.723435198723558,0.4734750412119405
FBXO36,0.052469628522622824,0.7233793150502742,0.4735090003277086
PGK2,0.05152853189153778,0.7232188540460537,0.47360651619828953
ACOT4,0.05499353207732616,0.7227938180124077,0.47386487575527214
TGFB1I1,-0.05710573698409582,-0.7225966450810509,0.4739847552354963
OAZ3,-0.057572055716151316,-0.7223964276641233,0.4741065034151406
TSPAN4,-0.07036095345992976,-0.7223577613896317,0.4741300176501333
VGLL3,-0.057285982157444626,-0.7221438763527416,0.47426010018480824
CLVS2,-0.05226313757987516,-0.7219965488140633,0.47434971499938094
SLC22A6,0.0538212692845762,0.7218832452326822,0.4744186406450135
CEND1,0.05340779723039968,0.7218417066648337,0.4744439111123856
TNS4,0.0497524918909959,0.7217969891886821,0.47447111636192085
ALMS1,0.05193980312878288,0.7217661217240163,0.4744898960498679
C10orf111,0.053535106870480076,0.721405274757997,0.47470946582437235
DOLK,-0.057169800372308566,-0.7213229661493682,0.4747595574331045
FRS2,0.05130793176119275,0.7200736611654426,0.4755202322777332
ARFGEF3,0.05210863771979651,0.7193201546190335,0.4759793609648745
CHCHD5,0.061260123124497246,0.7189777204815639,0.47618809709747434
EPB41L5,-0.05149954796864853,-0.7185640046827955,0.47644035343957636
OR10G8,0.05792269719278209,0.7184206165530185,0.47652779967677383
PAX1,0.05200568932332239,0.7181953176460968,0.47666521817198004
TAAR9,0.05175228855712938,0.7174858047733206,0.47709812439095933
SLC9B2,0.05497954887169976,0.7172832692351175,0.47722174149135654
LYPD1,0.05317410248341592,0.7167653180103762,0.4775379544638322
NKX1-2,0.05384001144895806,0.716467377175422,0.47771990331576797
BROX,-0.05548007535299926,-0.7164427659402127,0.477734934855522
GATA2,0.04868170367621749,0.7162725214511786,0.4778389205951722
LIG1,0.05316325383269249,0.7162684268769595,0.4778414217288449
NUDT12,-0.056860467949727544,-0.7162237517939264,0.4778687115819005
ZNF416,-0.052020045471605214,-0.7162106908285558,0.47787669006244904
FJX1,0.05452869720735387,0.7161216737910964,0.47793106942451014
MAST3,0.05273224865064169,0.7156502052384489,0.47821914196204995
ESRRA,-0.05936569436083827,-0.7150974661157646,0.4785569969548161
SH3BP2,0.05036639941078791,0.7149353501173692,0.4786561139950868
CD226,0.05475909979348331,0.714577905503024,0.47887469519257575
THBS4,0.07256725508070117,0.7144874425545337,0.4789300232090423
TBC1D9,-0.057109969757534684,-0.7141539666807183,0.4791340115358943
OR13C8,0.050871846919807395,0.7141336320011081,0.47914645191874616
VEGFB,-0.06894411912947462,-0.714108270356797,0.4791619679622354
ELAVL1,-0.05303605166480507,-0.7136396868856532,0.47944869458623507
ROCK1,0.05669509902080078,0.713203893647753,0.4797154439120508
ZCCHC5,0.05370211589669849,0.7131695183861091,0.4797364886021688
TLX3,0.06156169564700442,0.7130091492521939,0.47983467420632986
ZNF677,-0.05406572386322944,-0.712966582933482,0.47986073723700307
CEP290,-0.04978894751461982,-0.7123371598144165,0.4802462215811002
SLIT3,0.051647146032439306,0.7123354470519451,0.4802472707852222
ZNF530,0.05309358789362639,0.711572790648667,0.4807145875445118
PTHLH,-0.052432302937057806,-0.7115578515640647,0.48072374401337126
CDH12,0.05185660872578057,0.711505008974338,0.48075613310183485
CD1D,0.05391382817117174,0.7114323456721119,0.480800673016618
RCN3,0.05503461332873799,0.7104987277000739,0.48137315350058907
PTGIR,-0.05036189983103101,-0.7100149212786351,0.4816699675238839
GDPD4,0.05064466589516747,0.7098988910144147,0.48174116714077575
VPS16,0.05393975876409712,0.7093185273799331,0.48209738457183215
LST1,0.04787610199553227,0.7090036416506083,0.4822907182414118
HLX,-0.06471966569544874,-0.7086521253738678,0.4825065939457377
PCK2,-0.05501845281002632,-0.7085387265957822,0.48257624682930955
CYP4F8,0.05253300406289396,0.7083701521357899,0.4826798007151525
PRMT2,-0.051824076200085,-0.7076529699888537,0.4831204995765559
SHE,-0.05100768616930118,-0.7073151822382777,0.48332814407099367
SIGLEC11,0.051126652745844214,0.7071521339626666,0.4834283908852476
ZNF446,-0.05594125877666711,-0.7068742782694346,0.4835992515835301
AQP10,-0.05032356903598151,-0.7066308398053955,0.4837489761444248
MRPL36,-0.07854832630270003,-0.7063929124168405,0.4838953363566568
DPH3P1,0.05227347933035126,0.7061732747664998,0.48403046779731174
VWA1,-0.07052795612400153,-0.7061305194204028,0.4840567753690965
C11orf42,-0.050893728734826615,-0.7054647201264955,0.4844665486006299
RPS24,-0.061201056380825514,-0.7054107760332898,0.484499757597431
C12orf45,-0.0545177344586123,-0.7052128464047327,0.4846216177479502
PLCD3,0.05197546571005296,0.7049443274944706,0.4847869654105569
SPIN2A,0.05093712533519029,0.7047594661070475,0.48490081713912103
EREG,0.052979300817591946,0.7047533574259834,0.484904579586631
NLRP5,0.053206808610577916,0.7045529707890902,0.4850280104403758
IMPACT,0.049087690113553906,0.7043977366710247,0.4851236411142712
HDAC8,-0.05124275783277299,-0.7043616698622241,0.48514586128384507
PHF3,-0.06162135427489479,-0.7042172033056472,0.4852348704875493
TMEM254,-0.054167175119508804,-0.7037513320257629,0.48552196703752604
DAZ1,0.05250042440754288,0.7032555178033272,0.485827620799268
TEX9,0.04875611130043611,0.7031509455328959,0.48589210006844574
MTUS2,0.0528906539048124,0.7028992723776137,0.4860473014237794
TMEM2,0.05243874106306268,0.7028643402336174,0.48606884551275664
PHRF1,-0.05196427728880021,-0.7025408345482097,0.4862683902001784
ELMOD2,-0.05201109549196775,-0.7024960217076234,0.48629603526417087
WNT1,0.052308353245719585,0.7020516607996189,0.48657020939868223
ODF3L1,0.051841989299688584,0.7019995024993713,0.48660239715365083
FAM180A,0.05290930493234064,0.7017108738014112,0.4867805362883755
HERC5,-0.05666398142527396,-0.7016527834136642,0.4868163935879085
MAPK8IP1,0.056795429591467994,0.7012143147101677,0.4870870937180556
PI4K2A,0.05077971085451416,0.7011887408752419,0.4871028849949318
KIF2B,0.0507972847627981,0.7011487507983827,0.4871275785565178
ASB9,0.05004607002452033,0.7011314716632926,0.48713824850492926
CCDC187,0.049640468757752465,0.7011299583310252,0.4871391830010606
MCM5,-0.05033941407172016,-0.7007399478394875,0.487380051400814
PROM2,0.05076900167745085,0.7002907245585925,0.48765757188214354
IL24,0.048341661292293614,0.6999477684331273,0.48786950229357906
PCDHB13,0.05855682177360111,0.6998813002762659,0.4879105823797736
KIAA1524,0.04986121006188343,0.6996598663287458,0.4880474517271185
KRT32,0.052323702239846726,0.6995797357182862,0.48809698611745256
PFKP,-0.05789367399134637,-0.6993927077057217,0.4882126122784347
HIST1H2BG,-0.05463046415802103,-0.6992966602328174,0.4882719975718265
CPB1,-0.05550064631044188,-0.6991882598564475,0.48833902540458585
HDAC10,0.05393079879373469,0.6986889241848963,0.488647848918182
SMIM24,0.058555645150142666,0.6979916905187646,0.489079248637848
GRAMD1A,-0.053933303176849745,-0.697920817525688,0.48912311182215984
STMN1,-0.0529530431953551,-0.6975425306591865,0.48935727011377683
HAPLN4,0.05211223538248344,0.6974076195752077,0.4894407947518197
ADRA2A,0.05053087189798333,0.6972788703258422,0.48952051196246393
RBMY1F,0.05127503378488463,0.6969423643590321,0.4897288993643317
GABBR1,-0.0499330814205689,-0.6964620796121093,0.49002641007523595
RHCG,-0.051711972731681655,-0.6963670707450246,0.4900852749246465
C2orf83,-0.052532857476034256,-0.6963366854012066,0.49010410166995777
SPINT1,0.05280957794001617,0.6959731673673656,0.49032936854677633
LAMP3,0.05633863002806799,0.6955687577117556,0.4905800431718541
ASL,-0.05011903184282118,-0.695106576576176,0.4908666150510914
OTOR,0.051514418655704275,0.6950034195646057,0.49093058949290713
PLAC4,0.05384763346706395,0.6946081352022389,0.49117577428489245
SLC16A1,-0.05357924097093292,-0.6945577100579103,0.49120705661621933
CHPF2,0.05134725200587836,0.69434494409487,0.4913390628064125
MIP,-0.052142315760142666,-0.6943235380890089,0.4913523448080602
MAGEB3,0.05365662158997414,0.6940208788065377,0.49154016027099545
KRTAP19-6,-0.052617231932398256,-0.6939366946578669,0.49159240791315284
ZNF513,-0.05008328844392368,-0.6939127292173684,0.49160728227308725
GPR149,0.054224007599848634,0.6933872255391305,0.4919335036614718
HUWE1,-0.050284348069291496,-0.6933077202152279,0.4919828693412771
AGBL4,0.04954177281549027,0.6931312302889089,0.49209246361130743
MOB3A,-0.05430153142613825,-0.6930746754814223,0.4921275851041331
SCG2,-0.059247240140421764,-0.692976534852119,0.4921885354040345
OR2T33,-0.0509607526392572,-0.6920552845123544,0.4927608830672273
RAB5C,0.054581270219991596,0.6917898370617944,0.4929258669084192
ZNF461,0.05021050430615587,0.6917648819660598,0.4929413788536825
NYAP1,0.05323589671339096,0.6917644820882849,0.4929416274176349
PCDHGB6,-0.05317152382616147,-0.6915010657449392,0.493105382094988
PPP3R2,0.050104056437233646,0.6914444692838903,0.4931405696367146
TNKS,0.04809228533044041,0.6912085275699852,0.493287275964996
MGC70870,0.05113628666114889,0.6910688452195758,0.4933741405472791
INTS5,-0.054196881272456365,-0.6910575049801542,0.4933811931004912
PRKX,0.046816198943971765,0.6909989803884095,0.493417590734622
ARL9,0.050095789202353525,0.6909216443006594,0.49346568990661466
RCBTB1,0.04818153514801854,0.690611370606576,0.4936586907608167
CDK3,0.05283730497103373,0.6904323190828175,0.4937700859913928
ZC4H2,0.05180577474011899,0.6900785845202284,0.4939901996236774
SFTPC,0.05256148818015427,0.6897825036378874,0.4941744797085994
MYO3B,0.05138533169995285,0.6896911058321833,0.4942313731986061
LIMS3,-0.055566535927589034,-0.6896631842343636,0.4942487546151373
DYNC2H1,0.046785267935439856,0.6893454610985227,0.4944465636593307
BAALC,-0.05019693390794233,-0.6890663091262549,0.494620395156391
SCAMP4,-0.05516457218589932,-0.6887936269776953,0.49479023050298154
CRCP,-0.04942162755966767,-0.6886060178239466,0.4949070983679347
SBF2,0.047616333151021706,0.6881718317262443,0.49517762568897106
RPS27L,-0.05305855979694929,-0.6879503773741235,0.49531563826182523
DGKI,0.05385702975152229,0.6869734224492595,0.4959247404746928
CRISP3,0.049503177945390164,0.6866176312708383,0.4961466685232021
ALDH1L2,0.05885720619087531,0.6864744646264428,0.49623598553852866
RUNDC3B,-0.04525888881460188,-0.6863090993057201,0.4963391626498961
USP35,0.045216592255521826,0.6862685698724557,0.4963644521666982
CDYL,-0.04936706141073505,-0.6861668526117245,0.4964279247422688
SLC30A4,0.05013794248668546,0.6860198922212865,0.4965196374006712
PLA2G3,0.05151673724166905,0.685640080092563,0.49675670776614445
CLCA1,0.05306725112536581,0.6856313808050598,0.49676213840231365
KCNK17,0.0522334093323546,0.6852514927636307,0.49699932012681636
INSL5,0.04995362912958762,0.6852431027972055,0.4970045590778437
CD14,-0.05828180094374058,-0.683839197108716,0.49788163003866504
MRPS36,0.05863686955068792,0.6835887190057426,0.49803820253261755
TAAR2,-0.05050383613491227,-0.6833694944364843,0.4981752608950284
LOC389199,0.05618553612258764,0.6832105253504318,0.49827466076728677
SFTPA1,0.047761083112840164,0.6822153094635274,0.498897195802669
OBP2A,0.05111568745360695,0.6821839230722622,0.4989168358244901
JOSD2,0.06707786408025807,0.681771238247216,0.49917511279975124
KATNAL1,-0.05360832755694045,-0.6816023840224773,0.49928081069153607
TMEM102,0.0580407878647759,0.6815354098404013,0.49932273801743676
TTC39C,0.04646981492426083,0.6811362551652159,0.4995726579078189
C7orf77,0.058429953515308164,0.6808238287682791,0.4997683232555874
MCC,-0.04944655153135713,-0.6803623609493141,0.5000574068778653
TYSND1,0.0509030243132198,0.6800376387329985,0.5002608821864787
GPATCH2L,0.05233358540943883,0.6799108927701611,0.5003403152616924
SLC15A3,-0.05085026796993852,-0.6795880464995433,0.5005426778565012
STARD7,0.04607163323511587,0.6795290895526754,0.5005796373936126
RDH5,-0.04966072865938975,-0.6794261521364467,0.500644171454784
ITPKB,-0.053497156026705794,-0.6791053521867276,0.5008453183522517
ZFYVE28,0.04638389468881948,0.6788654691504701,0.5009957580080954
PDIA2,-0.05175586248801911,-0.6788161993698221,0.5010266600089126
NANOS2,0.049013353702808404,0.6785352491527697,0.5012028919560404
DOT1L,0.05226641283297656,0.6784207855271659,0.50127470143588
DRC7,0.054899109942075475,0.6784198781563154,0.5012752707032907
CACNA2D2,0.051104711331489694,0.6784131877699101,0.5012794681368816
KTI12,-0.054634993198826365,-0.6783694775411752,0.5013068916589729
CDC42BPG,-0.05475467320487132,-0.6783223520556877,0.5013364588143141
RNF152,-0.04657750485599793,-0.6781070694919288,0.5014715421290653
DCBLD1,-0.050958193526268514,-0.6774474598345005,0.5018855516423748
RASSF8,0.054054222817288944,0.6765853034574495,0.502426973881889
VPS33B,-0.050393114139361095,-0.6764863502001072,0.5024891356299731
RAMP2,0.05165840285874573,0.6761342369423843,0.5027103649131197
GCHFR,-0.048771576337486744,-0.6757238611775437,0.5029682672849286
MYLK,-0.05398378703715795,-0.6755535717267801,0.5030753076769943
PAX8,0.05325529723971628,0.6755398289799527,0.5030839466246146
BLM,0.05170662899659123,0.6754476395621761,0.5031419007168325
MTG2,-0.04831291016250566,-0.674791038747915,0.5035547729503826
SOX6,0.048757974234038715,0.6745864182291157,0.5036834767296403
PTMS,-0.05495754625923055,-0.6745562202328399,0.5037024724204762
KCNJ9,0.047650083223652884,0.6745341074498091,0.503716382452573
BMP2,-0.04816349324605346,-0.6744607744180954,0.5037625140537794
TPD52L3,0.049962370302444215,0.6743981272498281,0.5038019253309284
NEURL4,-0.0527819380689491,-0.674091902878622,0.5039945950796896
C7,-0.05299617535118595,-0.6740626441081001,0.504013006174079
FAM65A,0.05030879170048447,0.6740026039097781,0.5040507876474924
TCP10L,-0.04984302808466279,-0.6736956974339805,0.5042439387644293
SPR,-0.051674724455549215,-0.6736531434519114,0.5042707232415691
IGSF23,0.04893492666001831,0.6735167310609022,0.5043565896519172
ABO,-0.04934262037454856,-0.6733905255360977,0.5044360383459703
ISYNA1,-0.05252932972209701,-0.6733844197776392,0.5044398822064524
SPI1,-0.0503863401005793,-0.6722165728363059,0.5051753907736632
CDH16,0.04864656217044633,0.6716843750313851,0.5055107624307558
TTK,0.05272313566146647,0.6716725837528983,0.5055181942403574
PTTG1,0.04813243144341184,0.6709621083570575,0.5059661028519917
RINT1,0.05635182863184307,0.6706402091479655,0.5061691106370199
SOAT1,0.05205138807667803,0.670540340600984,0.5062321023977554
HMOX1,0.07261492480877096,0.6704282546168041,0.5063028053572862
TBC1D31,-0.048243176608943394,-0.6700648885204136,0.5065320508501245
CA5B,0.05056362218802912,0.6700186320158776,0.5065612378601316
SPAG5,0.050858081923480625,0.6699019435687736,0.5066348702123231
SIGLEC5,0.047273600879987276,0.6695251619954626,0.506872665469945
SLC2A4,-0.04817505409329659,-0.6689397889741133,0.507242228014915
COX4I2,0.05293676447870488,0.668273330296448,0.5076631607524744
CBWD1,0.0539911135620626,0.6682010052695242,0.5077088523909772
SIRPB1,-0.04749312936652472,-0.6680913039309255,0.5077781609413181
PGBD4,-0.04755425472050745,-0.6680556857833814,0.5078006653485578
CNTD2,0.05305876708320262,0.6679546442288099,0.5078645087996769
CRIP1,-0.07853705376596709,-0.6673437412259122,0.5082506029317357
AP1B1,-0.04992822421338483,-0.6673210912679353,0.508264920899825
STAP2,0.05346720412073647,0.6670695478447243,0.5084239465613819
C7orf62,-0.054975425136311984,-0.6669071060679309,0.5085266565636105
RPL38,0.05358670977941049,0.6668611443496102,0.5085557196575818
HIST1H4G,-0.05158114411708037,-0.6665425389728813,0.5087572090443742
CEACAM1,0.05018347150887875,0.6664012160049289,0.5088465970569156
PXDN,-0.05788946129466066,-0.6663941388947946,0.5088510736152336
MINK1,-0.049109636951598756,-0.6661135279377325,0.5090285886307964
DHX33,-0.0454647826533755,-0.6656999948514357,0.5092902517197723
XKR3,0.05008527426595599,0.6654621877892767,0.5094407572167323
TRO,0.05284574342661036,0.66506339290471,0.5096932043254645
GPR37,-0.050165353913942445,-0.6650527676541933,0.5096999313021864
MRPL13,-0.06236820094805995,-0.6645329017357963,0.5100291236310152
TEKT4,-0.05121348115850555,-0.6643251741234071,0.5101606942735402
RAB11FIP1,0.049475582773512605,0.664252243554424,0.5102068914462172
MZT2B,0.050451468297392554,0.663720435735985,0.5105438285873182
CDSN,0.04571147590899188,0.6633285077556166,0.5107922193024366
KIF13A,-0.0501825871431264,-0.6632658197556008,0.5108319549111446
UBXN2B,0.04831001195326412,0.6629945619807874,0.5110039144953308
LINGO4,0.0503401729213831,0.6619205807202279,0.5116850555974719
BAK1,-0.05226464409007281,-0.6615284947493137,0.5119338469615187
SDC2,-0.05366122469363671,-0.6615237556861673,0.5119368544520737
GNB3,-0.04864195481786321,-0.661143703816556,0.5121780729768761
EPHX1,-0.054195601092630996,-0.6609348182777831,0.5123106785729563
DNPH1,-0.053425214922280695,-0.6609138998529513,0.512323959117533
TMEM63A,-0.04501414525162506,-0.6605290255027924,0.5125683386810831
FAM222A,0.04912544883476355,0.6600996620359133,0.5128410413335802
SMC5,0.04920974145879781,0.6596892601322872,0.5131017741123414
SP140,0.047528294389398984,0.6590829464031615,0.5134871027297352
CENPC,-0.04798571506013283,-0.6586370600493857,0.5137705750613086
KLK12,0.05078604511824697,0.6585580565219787,0.5138208103699079
C6orf47,-0.049907185457246706,-0.6585435301474153,0.5138300474218704
NAGPA,-0.049379049138029374,-0.6582901836232546,0.5139911601748376
RNF40,-0.05013717094726644,-0.658089725324587,0.5141186585813668
CHAC1,0.061627180664817316,0.6577896535552836,0.5143095464582939
TCTE3,0.04961996207962266,0.6576516160276331,0.5143973705791864
SPTAN1,-0.04775105791261991,-0.6574864755826244,0.5145024491051053
PLEKHG1,0.04778252961567775,0.6574631037106197,0.5145173215134462
B3GALT1,0.044526967038941934,0.6572422597782441,0.5146578643157356
SLC38A7,-0.04692899365164749,-0.657155721711545,0.5147129418884209
GALNT12,-0.05084834295737806,-0.65692702212012,0.5148585141348484
PKP2,0.048298184461808835,0.6567387938390382,0.5149783421468894
ZNF77,0.04790632741764883,0.6564436847259884,0.5151662417919816
ZNF420,0.05102509574299602,0.6558296854905606,0.5155573009854378
BOC,-0.0586347588114694,-0.6556755228572392,0.5156555130173137
NPFFR1,0.05119083575577538,0.6555301447496052,0.5157481379309647
SLC5A1,0.05023248946529546,0.6553360425664416,0.5158718204168726
KDSR,-0.04779969240200377,-0.6551973878981903,0.5159601813473422
EXOSC1,-0.05155305483577832,-0.6547988347052999,0.5162142139984156
F2R,0.04937298456177175,0.6547477355104271,0.5162467888257383
TCEAL7,-0.05140469197313535,-0.6545899364307904,0.5163473899038291
FAM207A,-0.04825833232579679,-0.6545059986599242,0.5164009067401001
RNF111,-0.04751482510938981,-0.6544335206814149,0.5164471194680629
TMPO,-0.044906548748793074,-0.6539598712564995,0.5167491780665949
DHRS9,-0.048323966365288684,-0.653879831198825,0.5168002310700761
LRP5L,0.048241179713640225,0.6535589475000286,0.5170049317369408
ZNF354B,-0.04780217848512164,-0.6530949723723976,0.5173009913755422
TIMM50,-0.04526621608224324,-0.6529921250123679,0.517366629951802
SHTN1,-0.05232286060972324,-0.6523883749037012,0.5177520415394185
FCHO1,0.04698390947494707,0.6521557921681317,0.5179005547693631
CRYM,0.04949558969944068,0.6519764545864757,0.518015084466888
SSMEM1,0.04612501143725939,0.6519424902089964,0.5180367765409423
SLC22A2,0.0460213073265493,0.6519120511086374,0.5180562175353158
L3MBTL3,-0.04668947750021557,-0.6517642733316772,0.5181506065309178
CYP2D6,0.04916275833935135,0.6513965436604147,0.5183855237565046
RNF39,0.050242051727980186,0.6512603674406797,0.5184725318650631
ESCO1,-0.0488131374310653,-0.6512154642638137,0.5185012239087372
HNF1B,0.0473277479762898,0.6511893588471748,0.5185179050293865
HOXB13,0.04896468622564759,0.6509028656937244,0.518700990401783
HLA-DPB1,-0.07720390023276713,-0.6504400616185755,0.518996821571265
AGR3,0.05117521981818307,0.6502380749274977,0.5191259627396145
