gene,log2FC,lfcSE,stat,pvalue,padj
PADI2,-0.9072487618342971,0.8408581233262414,-1.0789558150968794,0.28060742522075743,0.9571847823343556
PADI3,0.7010907543524741,1.7199615187276933,0.4076200233079004,0.6835526615862839,
RCC2,0.2701706478372448,0.4112628214154932,0.6569294226678835,0.5112262984990164,0.9902214277001209
ARHGEF10L,-0.3860372041441714,0.4671656084450246,-0.8263390908185823,0.4086117645168301,0.9843006129575051
IGSF21,-0.7231846901030694,1.0117228109169203,-0.7148051643193161,0.4747294436171622,0.9882462398351648
PAX7,-2.8640676345103637,0.48022405696575005,-5.9640236530562465,2.4610109069747797e-09,1.9400459123825927e-05
ALDH4A1,-0.8154018771215678,0.3566577598197329,-2.286230580076822,0.022240772650978322,0.5335396809100444
IFFO2,0.08130490953589982,0.4217950190674933,0.1927592926906751,0.8471474852565478,0.9964138064944252
UBR4,-0.2591918367584877,0.19140569556076764,-1.354149028842244,0.17568883685345127,0.9302531851258126
EMC1-AS1,0.426595461105912,0.4688329594285894,0.9099092811773385,0.36287035469586004,0.9784303035411945
EMC1,0.3330669158606505,0.3916264681655518,0.8504709025944934,0.3950633310363494,0.9841533258370131
MRTO4,0.5972071972954015,0.543401262318661,1.099016948814498,0.2717606731721053,0.9563225615895302
AKR7A2,0.6110914869048896,0.8240368199119856,0.7415827450163689,0.45834018116799913,0.9880199420865312
SLC66A1,0.39460375982084245,0.46951151832567445,0.8404559726842046,0.4006527772443811,0.9841533258370131
CAPZB,0.16436834111510498,0.31467894628876225,0.5223366324745281,0.6014359677420724,0.9902214277001209
MICOS10,-0.09543052231831978,0.3765544030322599,-0.25343090281205427,0.7999352499289526,0.9964138064944252
NBL1,-0.439388864255733,0.33581902716421985,-1.3084096751934968,0.1907343927433206,0.9329823484767057
TMCO4,0.3053928181992482,0.2856903559838151,1.068964393801761,0.2850857139202091,0.9582424578073266
OTUD3,-0.2820530865699949,0.34702902148948733,-0.8127651265574031,0.4163527334321142,0.9849493495464282
PLA2G2A,5.5542717509407185,1.40167870142319,3.9625855378277537,7.414243004468299e-05,0.02475419696246092
PLA2G5,1.7777201722700866,0.8111398276109374,2.191632209092769,0.0284060742836083,0.5838929563633718
CAMK2N1,-0.7992157677768513,0.6040190092740921,-1.323163270535717,0.1857810875790007,0.9326498853537042
MUL1,0.2414800598780118,0.8294991861456735,0.2911154874064023,0.770962995422202,0.9961507761638594
PINK1,-0.9404366167357842,0.39945765218384344,-2.354283643320881,0.018558443816038404,0.5124730714750275
PINK1-AS,-1.0609006260447293,0.5387125222684971,-1.9693260917294422,0.0489156568404246,0.6876583562678711
DDOST,-0.1558841623238407,0.5042091429785136,-0.3091656795491381,0.7571954995851846,0.9961507761638594
HP1BP3,0.26575432117232634,0.25991927000711934,1.0224494750429514,0.30656821433052894,0.967147059894405
EIF4G3,0.12183821989205257,0.2476168132539568,0.49204340485189435,0.6226886596686086,0.990355199561875
ECE1,0.0726986204748793,0.20524494114538397,0.35420420142479264,0.7231858551640322,0.9947014342965054
NBPF3,0.4897041685502457,0.4713612340021832,1.038914813575818,0.29884435628405126,0.9623540568593023
ALPL,0.30930597204571963,0.7002248202940651,0.4417238050999451,0.6586890813826427,0.990355199561875
USP48,-0.24046535008773093,0.14015275001726138,-1.715737650942382,0.08621007029967447,0.8145016619927455
